id,carat,y,cut,color,clarity
10422,0.38,4.73,2,3,4
10423,0.38,4.69,2,1,4
10424,0.7,5.72,2,2,5
10425,0.54,5.25,2,5,4
10426,0.32,4.36,1,6,6
10427,0.26,4.12,1,2,2
10428,0.52,5.27,3,2,5
10429,1.2,0.0,1,1,2
10430,0.31,4.35,1,5,3
10431,0.71,5.75,2,1,7
10432,0.51,5.14,2,2,5
10433,1.07,6.65,1,4,4
10434,0.71,5.71,2,5,7
10435,0.52,5.19,3,6,4
10436,1.01,6.4,6,4,3
10437,1.5,7.49,6,2,6
10438,2.01,8.01,3,6,6
10439,0.56,5.28,2,1,2
10440,0.52,5.27,2,3,1
10441,0.7,5.85,6,2,7
10442,0.32,4.44,2,3,4
10443,0.38,4.62,1,1,7
10444,0.33,4.52,2,4,4
10445,1.01,6.35,6,4,7
10446,1.73,7.71,1,5,7
10447,1.03,6.66,6,5,6
10448,0.32,4.51,3,4,5
10449,1.41,6.97,3,3,4
10450,0.33,4.4,2,2,2
10451,0.5,5.1,2,4,3
10452,1.24,6.91,2,7,5
10453,0.32,4.45,1,4,5
10454,1.21,6.65,6,4,3
10455,2.11,8.21,1,4,7
10456,1.09,6.7,3,4,3
10457,0.56,5.33,2,1,5
10458,0.51,5.13,1,4,2
10459,0.9,6.16,3,4,5
10460,1.01,6.48,6,3,7
10461,0.36,4.55,1,4,4
10462,0.32,4.45,1,2,5
10463,0.51,5.13,2,3,3
10464,0.26,4.12,2,2,4
10465,0.78,5.81,3,1,4
10466,2.0,7.81,6,1,5
10467,0.53,5.28,2,2,3
10468,1.53,7.51,3,5,4
10469,0.39,4.56,5,2,6
10470,0.54,5.24,1,5,4
10471,0.37,4.63,6,5,5
10472,0.9,6.16,3,2,5
10473,1.45,7.16,1,5,4
10474,0.3,4.29,2,4,2
10475,0.35,4.51,2,4,3
10476,0.8,5.91,3,3,4
10477,0.5,5.13,2,5,2
10478,0.7,5.66,6,2,6
10479,0.7,5.6,1,6,3
10480,2.03,7.98,1,1,7
10481,0.34,4.5,1,5,5
10482,0.3,4.33,2,4,5
10483,0.3,4.36,2,2,8
10484,0.71,5.68,3,4,6
10485,0.9,6.13,6,3,5
10486,0.36,4.59,2,5,6
10487,0.7,5.64,6,2,5
10488,0.32,4.46,2,4,4
10489,0.43,4.81,2,4,1
10490,0.9,6.18,3,5,4
10491,0.32,4.46,2,4,4
10492,1.01,6.49,2,2,2
10493,1.51,7.34,3,3,6
10494,1.04,6.47,1,4,5
10495,0.71,5.76,2,4,2
10496,1.72,7.71,1,5,6
10497,0.58,5.36,2,1,2
10498,0.71,5.93,6,2,6
10499,0.27,4.21,2,6,3
10500,1.5,7.29,6,4,7
10501,1.11,6.77,3,5,6
10502,0.27,4.14,3,2,3
10503,1.04,6.42,1,4,7
10504,1.12,6.68,2,3,6
10505,0.42,4.75,3,4,6
10506,0.42,4.89,3,1,7
10507,0.3,4.26,3,4,4
10508,0.32,4.38,2,2,5
10509,0.31,4.4,3,4,4
10510,1.01,6.49,2,4,5
10511,0.31,4.32,6,5,2
10512,2.05,8.2,1,4,7
10513,0.32,4.37,2,6,2
10514,1.08,6.57,6,7,7
10515,1.02,6.44,2,3,4
10516,1.08,6.62,2,3,8
10517,0.7,5.62,2,2,5
10518,1.51,7.28,3,7,4
10519,0.26,4.18,3,2,2
10520,0.42,4.8,2,4,5
10521,1.5,7.22,6,4,7
10522,1.21,6.79,2,5,5
10523,0.34,4.51,3,4,3
10524,0.63,5.52,6,3,4
10525,0.5,5.08,1,1,5
10526,0.4,4.74,2,5,2
10527,1.32,6.97,1,5,6
10528,0.4,4.69,6,6,4
10529,0.64,5.52,3,1,7
10530,0.32,4.45,2,1,4
10531,1.52,7.51,2,5,4
10532,0.31,4.39,2,2,4
10533,0.71,5.75,2,1,5
10534,0.81,5.89,1,1,6
10535,2.03,8.14,2,6,6
10536,0.32,4.38,2,4,3
10537,0.82,6.02,2,3,7
10538,0.5,5.0,1,2,7
10539,0.31,4.35,2,6,2
10540,0.81,5.91,3,1,3
10541,0.32,4.43,1,2,5
10542,2.01,8.09,1,5,5
10543,0.41,4.79,2,3,2
10544,0.9,6.18,2,7,4
10545,2.24,8.36,2,7,5
10546,0.24,4.02,2,4,4
10547,1.0,6.56,6,2,6
10548,0.34,4.52,2,3,3
10549,0.36,4.67,3,3,6
10550,0.91,6.19,1,1,7
10551,0.52,5.14,1,3,5
10552,2.11,8.25,2,5,7
10553,0.93,6.25,1,5,5
10554,0.4,4.7,2,2,2
10555,0.91,6.33,6,4,5
10556,1.06,6.65,1,6,7
10557,0.3,4.37,1,2,3
10558,0.9,6.26,3,1,6
10559,0.32,4.36,1,4,7
10560,2.56,8.57,6,7,7
10561,0.3,4.35,2,1,5
10562,0.4,4.75,3,2,4
10563,0.7,5.55,6,4,5
10564,0.3,4.3,3,1,5
10565,1.13,6.67,1,5,6
10566,0.3,4.27,3,4,3
10567,0.79,6.06,3,2,7
10568,0.33,4.45,2,5,4
10569,0.3,4.33,1,1,5
10570,1.18,6.78,1,7,7
10571,0.34,4.47,1,4,5
10572,0.96,6.26,1,2,7
10573,1.51,7.28,1,6,4
10574,0.32,4.38,1,4,5
10575,0.91,6.21,2,5,6
10576,0.87,6.23,2,2,7
10577,1.35,7.21,3,4,4
10578,0.7,5.84,1,3,6
10579,1.09,6.69,2,5,6
10580,1.07,6.56,2,7,6
10581,0.57,5.37,2,3,6
10582,1.51,7.45,2,1,5
10583,0.71,5.74,3,1,5
10584,0.51,5.15,3,3,7
10585,0.4,4.73,1,2,3
10586,0.5,4.99,3,2,6
10587,0.9,6.15,1,3,7
10588,1.32,7.18,6,6,4
10589,0.4,4.75,2,2,5
10590,0.3,4.32,1,3,3
10591,0.31,4.35,3,2,5
10592,0.5,4.94,5,2,5
10593,1.03,6.43,2,7,6
10594,0.3,4.33,2,4,1
10595,0.5,5.2,6,1,6
10596,1.36,7.16,3,5,7
10597,0.4,4.72,2,2,5
10598,0.94,6.17,5,5,7
10599,0.54,5.22,3,3,4
10600,0.6,5.47,2,1,6
10601,1.21,6.68,6,5,6
10602,0.32,4.42,3,3,5
10603,1.2,6.8,3,3,7
10604,1.0,6.38,3,4,5
10605,1.0,6.53,6,2,6
10606,0.54,5.19,2,2,5
10607,0.37,4.6,3,2,4
10608,0.31,4.33,6,4,4
10609,0.63,5.5,2,3,3
10610,0.27,4.18,3,5,2
10611,0.72,5.8,1,2,5
10612,0.52,5.2,2,4,2
10613,0.31,4.4,2,1,4
10614,0.24,4.02,2,5,2
10615,0.56,5.14,5,2,7
10616,0.3,4.36,2,2,3
10617,0.74,5.78,1,3,5
10618,0.51,5.24,6,2,6
10619,1.02,6.5,3,7,6
10620,0.51,5.08,1,5,3
10621,0.9,6.21,3,5,6
10622,0.34,4.55,2,5,6
10623,1.7,7.53,1,6,3
10624,0.57,5.35,2,4,6
10625,0.36,4.63,2,2,4
10626,0.71,5.57,2,1,6
10627,2.11,8.3,2,7,5
10628,0.32,4.39,2,4,4
10629,0.31,4.36,3,4,2
10630,0.52,5.27,1,1,2
10631,0.27,4.19,2,6,4
10632,0.3,4.3,1,5,3
10633,0.53,5.23,1,1,5
10634,0.93,6.29,1,3,5
10635,0.6,5.51,3,1,6
10636,0.44,4.93,3,6,2
10637,0.37,4.75,1,2,6
10638,0.3,4.34,2,1,6
10639,0.38,4.64,1,2,4
10640,0.31,4.38,2,3,3
10641,1.02,6.43,2,3,7
10642,0.3,4.38,2,2,2
10643,0.4,4.68,3,6,6
10644,1.21,6.76,1,7,6
10645,0.71,5.69,2,5,7
10646,1.71,7.67,2,6,3
10647,0.91,6.05,2,5,5
10648,0.42,4.83,1,1,7
10649,0.31,4.29,2,1,5
10650,0.32,4.49,1,1,6
10651,0.38,4.63,2,2,4
10652,0.9,6.13,6,1,6
10653,0.32,4.42,1,5,3
10654,0.33,4.42,2,2,6
10655,1.21,7.01,2,4,3
10656,2.0,8.22,2,5,7
10657,0.26,4.14,3,3,2
10658,0.52,5.13,1,4,3
10659,1.03,6.47,2,4,2
10660,1.01,6.35,6,4,5
10661,1.2,6.73,2,6,6
10662,0.57,5.37,2,3,5
10663,0.32,4.45,2,5,7
10664,1.55,7.4,2,5,6
10665,1.0,6.43,1,3,6
10666,0.33,4.48,2,5,4
10667,0.26,4.12,2,3,5
10668,1.35,7.11,2,4,1
10669,0.3,4.3,2,6,2
10670,0.72,5.75,1,2,5
10671,1.17,6.72,1,3,8
10672,0.34,4.55,2,2,2
10673,0.57,5.35,2,6,4
10674,1.2,6.57,6,6,6
10675,0.7,5.76,2,2,5
10676,0.25,4.08,2,2,3
10677,0.5,5.12,2,2,6
10678,0.9,6.16,3,3,7
10679,0.91,6.22,2,6,5
10680,1.06,6.52,3,6,6
10681,0.71,5.7,3,7,5
10682,0.23,4.01,2,3,3
10683,1.5,7.05,6,5,8
10684,1.51,7.57,5,5,4
10685,0.33,4.43,3,4,4
10686,0.91,6.18,2,6,5
10687,0.32,4.35,2,6,6
10688,0.61,5.47,3,4,5
10689,0.32,4.43,2,2,4
10690,0.31,4.42,1,4,4
10691,1.53,7.31,1,4,6
10692,1.43,7.09,3,1,6
10693,0.38,4.67,1,1,7
10694,0.31,4.3,1,2,4
10695,0.59,5.46,2,3,7
10696,0.41,4.74,1,2,7
10697,0.53,5.16,6,3,6
10698,0.58,5.49,2,5,6
10699,1.04,6.34,5,1,7
10700,0.32,4.47,2,3,6
10701,1.03,6.52,2,4,4
10702,0.47,5.04,2,4,3
10703,1.08,6.47,1,3,5
10704,0.7,5.83,1,2,4
10705,0.5,5.12,6,2,4
10706,0.7,5.77,2,3,7
10707,0.31,4.4,2,5,1
10708,0.53,5.19,3,4,7
10709,1.51,7.3,3,4,6
10710,1.0,6.14,5,3,4
10711,0.95,6.36,1,2,7
10712,1.07,6.53,2,2,6
10713,0.43,4.91,2,4,3
10714,0.56,5.31,3,2,4
10715,0.56,5.39,1,5,3
10716,0.51,5.13,2,4,3
10717,1.01,6.47,3,2,7
10718,0.41,4.76,1,1,6
10719,0.81,5.93,2,3,7
10720,1.01,6.52,1,3,4
10721,1.71,7.67,2,3,7
10722,0.32,4.49,2,5,1
10723,0.32,4.45,2,3,2
10724,0.5,5.09,3,2,7
10725,2.29,8.69,5,7,6
10726,1.03,6.63,2,4,2
10727,1.22,6.89,1,2,7
10728,1.01,6.44,3,5,5
10729,1.22,6.83,3,6,4
10730,0.3,4.34,1,5,3
10731,0.51,5.21,2,2,2
10732,1.13,6.69,2,2,6
10733,0.31,4.43,3,2,3
10734,0.58,5.39,2,4,1
10735,1.22,6.82,3,5,6
10736,0.41,4.77,1,3,4
10737,1.2,6.87,3,7,6
10738,0.74,5.89,2,6,2
10739,1.23,7.02,3,6,5
10740,1.03,6.45,2,2,7
10741,1.12,6.54,6,7,6
10742,0.35,4.6,3,5,6
10743,0.77,5.84,3,4,4
10744,1.2,6.86,2,7,5
10745,1.01,6.36,6,2,7
10746,0.42,4.83,3,3,6
10747,1.02,6.44,2,2,7
10748,0.54,5.21,1,4,7
10749,1.18,6.79,1,4,3
10750,0.54,5.22,2,1,5
10751,0.31,4.35,2,7,2
10752,0.41,4.78,1,4,4
10753,1.21,6.85,2,4,4
10754,0.75,5.84,2,4,6
10755,1.01,6.45,2,4,4
10756,0.7,5.77,2,2,4
10757,1.0,6.38,2,3,6
10758,0.83,6.08,2,4,7
10759,0.4,4.76,1,2,4
10760,0.31,4.47,1,3,5
10761,1.03,6.45,2,6,7
10762,0.74,5.71,6,2,6
10763,0.55,5.32,2,1,3
10764,0.23,3.95,1,6,2
10765,0.39,4.61,3,6,4
10766,0.3,4.22,3,1,6
10767,0.38,4.69,2,4,7
10768,0.7,5.83,3,6,7
10769,0.9,6.1,1,5,5
10770,0.33,4.5,3,1,6
10771,1.08,6.54,6,2,7
10772,1.01,6.53,2,4,3
10773,0.53,5.23,2,5,1
10774,1.6,7.51,2,5,7
10775,2.28,8.53,1,7,4
10776,1.09,6.55,1,2,6
10777,1.0,6.38,3,4,7
10778,0.27,4.17,3,3,3
10779,0.51,5.19,1,3,5
10780,0.32,4.37,2,2,5
10781,0.51,5.11,2,1,5
10782,1.2,6.73,2,3,5
10783,0.24,4.1,3,3,2
10784,0.9,6.07,6,2,7
10785,0.91,6.14,3,2,7
10786,0.49,5.1,2,2,3
10787,0.51,5.2,2,1,4
10788,0.31,4.43,1,5,5
10789,0.32,4.39,2,1,5
10790,0.51,5.16,2,2,4
10791,0.59,5.36,3,3,7
10792,0.32,4.44,2,7,5
10793,0.94,6.24,1,2,6
10794,0.91,6.16,3,3,3
10795,1.13,6.65,2,4,5
10796,0.53,5.16,2,4,4
10797,0.51,5.05,1,1,5
10798,0.56,5.27,2,4,6
10799,0.62,5.4,2,5,5
10800,1.01,6.5,2,3,5
10801,0.32,4.43,2,3,4
10802,0.55,5.38,2,6,1
10803,0.81,6.1,3,5,6
10804,1.5,7.32,2,4,6
10805,1.54,7.43,2,4,8
10806,1.0,6.48,2,1,6
10807,0.5,5.13,2,4,3
10808,1.04,6.46,2,3,7
10809,1.67,7.6,2,5,4
10810,1.25,6.95,1,7,7
10811,0.5,4.95,6,6,5
10812,0.58,5.3,2,1,7
10813,2.26,8.36,2,4,7
10814,1.22,6.84,2,6,4
10815,0.41,4.82,2,2,3
10816,0.38,4.6,1,1,4
10817,2.0,8.01,1,5,6
10818,0.41,4.78,3,2,4
10819,1.5,7.22,1,6,6
10820,0.71,5.54,5,4,5
10821,0.58,5.51,3,3,2
10822,1.5,7.32,1,4,3
10823,0.55,5.36,2,4,6
10824,1.01,6.3,1,1,6
10825,0.4,4.73,3,3,3
10826,0.35,4.53,2,5,2
10827,0.26,4.09,3,4,3
10828,0.31,4.34,2,3,5
10829,0.44,4.84,3,2,6
10830,1.51,7.33,3,6,6
10831,0.7,5.59,5,5,6
10832,0.5,5.08,2,2,4
10833,1.3,6.88,3,5,6
10834,0.5,5.17,2,1,3
10835,0.52,5.22,2,1,6
10836,1.0,6.26,6,3,7
10837,0.55,5.25,2,4,4
10838,0.4,4.67,3,1,7
10839,0.77,5.78,3,4,3
10840,0.33,4.46,1,1,5
10841,0.62,5.56,2,4,1
10842,0.43,5.03,6,3,4
10843,0.96,6.36,2,7,5
10844,1.0,6.33,3,6,6
10845,0.91,6.2,3,3,7
10846,0.42,4.77,2,1,6
10847,1.28,7.0,3,3,7
10848,1.32,6.95,1,6,7
10849,0.33,4.41,2,3,3
10850,1.01,6.48,1,4,5
10851,1.28,7.03,3,4,2
10852,0.38,4.71,1,4,5
10853,0.9,6.19,3,5,7
10854,0.46,5.01,2,4,1
10855,0.4,4.68,6,6,5
10856,0.37,4.68,1,3,5
10857,0.7,5.6,1,1,6
10858,0.4,4.72,6,3,6
10859,0.31,4.32,2,1,5
10860,0.96,6.12,5,3,7
10861,0.93,6.24,2,4,6
10862,1.52,7.28,1,4,5
10863,0.7,5.72,1,4,7
10864,0.3,4.3,2,6,2
10865,2.01,8.16,3,6,6
10866,1.0,6.35,2,4,4
10867,0.63,5.52,2,2,5
10868,2.01,7.69,5,6,7
10869,0.9,6.37,6,3,6
10870,1.07,6.6,3,6,6
10871,0.4,4.74,6,2,7
10872,1.08,6.53,1,4,7
10873,0.41,4.72,6,7,1
10874,0.3,4.33,2,2,4
10875,0.38,4.72,3,1,7
10876,1.47,7.2,3,2,5
10877,0.52,5.16,1,4,5
10878,0.56,5.3,2,5,6
10879,1.02,6.38,3,3,6
10880,0.72,5.75,3,3,5
10881,0.4,4.66,1,2,6
10882,1.01,6.46,1,4,7
10883,0.54,5.25,2,7,2
10884,0.31,4.25,3,6,2
10885,0.35,4.54,2,5,2
10886,0.57,5.32,2,4,5
10887,0.3,4.34,2,2,6
10888,1.01,6.49,2,4,2
10889,0.52,5.22,2,1,7
10890,1.01,6.33,1,3,7
10891,1.08,6.57,2,6,5
10892,0.59,5.36,2,2,6
10893,0.3,4.27,6,5,6
10894,0.3,4.27,2,1,4
10895,1.25,6.82,1,7,7
10896,1.14,6.76,2,4,3
10897,0.32,4.4,2,5,2
10898,1.2,6.7,2,4,2
10899,1.0,6.41,6,2,6
10900,1.5,7.29,2,3,6
10901,2.66,8.65,6,5,7
10902,0.3,4.34,2,3,2
10903,0.5,5.07,2,4,2
10904,1.0,6.54,2,5,6
10905,0.43,4.88,1,6,1
10906,0.34,4.45,1,4,6
10907,0.9,6.07,6,3,5
10908,1.09,6.56,2,1,7
10909,1.01,6.65,6,4,4
10910,0.3,4.34,2,2,3
10911,0.33,4.46,3,1,5
10912,0.71,5.7,2,2,6
10913,0.3,4.33,2,4,4
10914,0.33,4.42,1,4,4
10915,0.32,4.41,2,1,6
10916,1.55,7.46,2,6,4
10917,0.4,4.7,1,1,6
10918,0.5,5.16,2,2,5
10919,0.28,4.16,3,1,4
10920,1.01,6.33,6,4,6
10921,0.8,6.0,2,5,6
10922,0.65,5.78,6,2,5
10923,0.7,5.65,3,6,5
10924,0.91,6.22,2,4,4
10925,0.33,4.48,2,5,5
10926,1.01,6.31,6,1,6
10927,0.84,6.03,2,4,6
10928,0.4,4.72,1,2,5
10929,0.4,4.75,2,7,4
10930,1.0,6.41,6,4,6
10931,0.72,5.91,6,5,7
10932,0.33,4.46,3,2,4
10933,0.34,4.52,3,4,3
10934,0.41,4.81,2,3,1
10935,0.7,5.72,2,6,5
10936,0.31,4.29,3,4,5
10937,1.12,6.69,2,3,4
10938,1.5,7.25,6,6,6
10939,0.71,5.55,6,3,6
10940,0.32,4.42,3,4,7
10941,0.8,5.81,6,1,7
10942,0.76,5.83,3,3,7
10943,0.57,5.31,1,2,5
10944,1.51,7.43,3,3,4
10945,0.71,5.74,6,6,6
10946,0.43,4.94,1,4,1
10947,0.7,5.81,3,6,2
10948,0.28,4.15,3,2,5
10949,1.51,7.24,3,5,5
10950,0.7,5.63,1,4,3
10951,1.24,6.84,6,5,6
10952,2.06,8.18,2,5,7
10953,2.0,8.15,6,2,7
10954,0.43,4.82,2,4,2
10955,1.33,6.93,1,4,7
10956,1.24,6.91,2,5,4
10957,0.62,5.51,1,2,7
10958,1.07,6.49,3,1,7
10959,0.35,4.6,2,4,2
10960,0.58,5.37,2,3,5
10961,1.28,6.89,1,5,7
10962,1.01,6.5,1,1,6
10963,1.13,6.7,1,5,6
10964,0.52,5.17,2,2,6
10965,1.19,6.83,1,6,7
10966,1.02,6.32,6,3,6
10967,0.53,5.33,2,4,1
10968,0.53,5.2,2,3,4
10969,0.33,4.45,2,4,4
10970,1.03,6.47,2,2,6
10971,0.3,4.28,6,4,4
10972,1.0,6.44,6,2,6
10973,1.01,6.46,1,2,6
10974,0.4,4.77,2,1,6
10975,2.39,8.51,3,7,5
10976,1.22,6.87,1,4,4
10977,1.07,6.53,1,1,6
10978,1.02,6.44,1,5,6
10979,1.51,7.29,2,5,6
10980,1.56,7.43,1,7,7
10981,1.06,6.61,1,5,4
10982,0.55,5.36,2,6,7
10983,1.05,6.43,3,4,7
10984,1.21,6.92,3,3,3
10985,0.32,4.36,2,3,2
10986,0.5,5.09,1,1,6
10987,0.5,5.05,3,2,3
10988,0.32,4.41,2,2,5
10989,1.14,6.63,2,5,7
10990,0.3,4.35,2,1,6
10991,0.42,4.83,2,3,3
10992,0.61,5.45,1,1,6
10993,0.41,4.78,2,2,4
10994,0.59,5.3,2,4,4
10995,0.53,5.18,2,2,5
10996,0.92,6.14,6,1,6
10997,0.34,4.53,2,3,2
10998,1.01,6.35,6,2,4
10999,1.09,6.58,1,5,7
11000,0.6,5.42,2,6,6
11001,2.01,7.93,3,5,7
11002,0.51,5.35,5,2,6
11003,0.3,4.28,1,5,3
11004,1.91,7.9,2,4,7
11005,0.95,6.38,1,5,7
11006,0.4,4.7,3,1,6
11007,1.03,6.45,2,2,7
11008,0.27,4.17,2,4,6
11009,0.35,4.59,1,4,1
11010,0.39,4.62,3,7,4
11011,0.91,6.41,1,3,7
11012,0.64,5.6,2,3,4
11013,0.41,4.78,2,2,4
11014,1.61,7.52,2,3,4
11015,1.56,7.52,1,4,4
11016,0.31,4.31,2,4,3
11017,0.26,4.06,1,5,4
11018,0.3,4.29,3,3,5
11019,0.5,5.06,1,2,6
11020,0.9,6.26,6,3,6
11021,0.9,6.22,5,2,6
11022,1.96,7.56,5,3,8
11023,0.51,5.13,2,6,4
11024,0.7,5.79,2,4,6
11025,0.3,4.26,6,3,4
11026,0.41,4.83,2,3,1
11027,1.01,6.43,2,5,7
11028,0.25,4.11,3,1,5
11029,0.26,4.09,3,2,2
11030,0.33,4.46,1,5,4
11031,0.31,4.39,2,7,4
11032,1.65,7.66,3,5,4
11033,0.3,4.22,2,5,3
11034,0.3,4.32,3,4,4
11035,0.3,4.27,2,5,6
11036,0.33,4.47,2,1,5
11037,1.03,6.55,3,2,4
11038,0.52,5.14,2,4,3
11039,0.35,4.52,2,1,2
11040,1.64,7.53,3,3,6
11041,1.51,7.27,2,6,6
11042,0.9,6.29,3,3,6
11043,1.23,6.85,2,5,7
11044,0.71,5.72,3,4,6
11045,0.58,5.39,2,6,6
11046,0.3,4.32,1,1,4
11047,2.25,0.0,1,5,7
11048,1.06,6.55,3,6,7
11049,0.72,5.75,2,3,4
11050,0.55,5.24,2,2,5
11051,1.24,6.88,2,6,6
11052,0.51,5.07,1,2,7
11053,1.63,7.51,1,6,6
11054,0.2,3.78,1,2,5
11055,1.32,6.92,3,5,6
11056,0.4,4.76,2,5,2
11057,0.5,5.12,2,7,5
11058,1.93,7.97,5,3,4
11059,0.43,4.84,3,3,5
11060,1.15,6.72,3,5,4
11061,0.56,5.31,3,2,5
11062,0.3,4.26,1,1,5
11063,1.08,6.55,1,4,4
11064,2.15,8.39,2,7,4
11065,1.16,6.74,1,3,7
11066,0.3,4.27,6,5,3
11067,0.3,4.36,2,4,2
11068,0.57,5.36,2,4,4
11069,0.51,5.09,1,4,7
11070,1.01,6.52,3,4,7
11071,0.8,5.97,2,3,7
11072,0.24,4.05,1,1,3
11073,0.32,4.39,2,4,5
11074,0.4,4.69,2,3,5
11075,0.71,5.79,2,4,1
11076,0.26,4.13,2,3,4
11077,0.32,4.37,2,6,1
11078,1.15,6.68,3,2,5
11079,0.53,5.22,2,3,4
11080,0.3,4.26,6,4,4
11081,0.74,5.8,2,4,4
11082,0.83,5.88,6,6,5
11083,0.51,5.21,3,3,3
11084,0.43,4.84,3,3,6
11085,0.39,4.68,3,4,5
11086,0.51,5.11,2,1,5
11087,0.4,4.82,2,1,4
11088,0.4,4.75,1,2,7
11089,0.55,5.32,2,1,6
11090,1.53,7.41,3,5,5
11091,0.26,4.1,3,4,2
11092,0.55,5.31,2,4,5
11093,0.3,4.28,1,2,5
11094,0.4,4.81,1,1,4
11095,0.7,5.73,2,3,7
11096,0.75,5.79,1,2,5
11097,1.01,6.42,2,6,6
11098,1.17,6.77,2,3,4
11099,1.27,6.91,1,7,6
11100,0.55,5.31,2,4,7
11101,1.12,6.89,3,7,7
11102,0.71,5.8,1,3,2
11103,0.53,5.21,2,3,2
11104,0.31,4.34,1,3,5
11105,2.63,8.76,1,7,8
11106,1.5,7.42,2,4,4
11107,0.72,5.74,2,7,4
11108,0.42,4.81,2,4,2
11109,1.0,6.45,2,2,5
11110,0.25,4.07,3,4,2
11111,1.5,7.24,3,6,7
11112,2.01,8.1,1,7,5
11113,0.31,4.36,2,4,2
11114,1.31,6.98,1,5,7
11115,1.22,6.85,1,5,6
11116,1.51,7.33,3,3,5
11117,1.02,6.55,2,5,7
11118,0.41,4.82,2,4,6
11119,0.33,4.56,3,3,2
11120,0.91,6.28,2,4,7
11121,0.32,4.44,2,4,2
11122,1.51,7.32,3,6,5
11123,1.01,6.35,1,4,4
11124,0.7,5.63,3,2,7
11125,0.34,4.51,1,2,5
11126,1.13,6.67,2,6,5
11127,0.67,5.61,1,4,5
11128,0.32,4.42,2,4,5
11129,1.09,6.63,1,4,7
11130,0.33,4.42,2,4,2
11131,1.05,6.5,2,3,3
11132,1.26,6.96,2,2,6
11133,0.4,4.82,2,3,5
11134,0.82,6.12,2,3,7
11135,1.01,6.39,3,2,5
11136,1.01,6.43,1,5,7
11137,1.2,6.69,1,3,6
11138,0.33,4.42,2,4,1
11139,0.36,4.63,2,1,5
11140,0.27,4.23,3,3,4
11141,1.01,6.19,5,3,4
11142,0.39,4.73,2,7,6
11143,0.57,5.36,2,5,2
11144,0.9,6.13,3,7,4
11145,1.21,6.89,2,7,6
11146,0.3,4.31,2,3,2
11147,0.3,4.29,2,3,5
11148,0.31,4.39,3,3,1
11149,1.51,7.34,2,5,4
11150,0.9,6.26,3,3,5
11151,0.9,6.2,3,4,7
11152,0.71,5.85,3,2,5
11153,0.54,5.24,2,2,5
11154,0.41,4.8,2,2,3
11155,0.41,4.8,1,2,7
11156,0.41,4.84,3,4,6
11157,0.6,5.48,2,2,4
11158,2.01,7.92,5,7,4
11159,1.15,6.8,2,5,7
11160,0.3,4.35,2,3,5
11161,0.3,4.28,6,4,2
11162,1.04,6.52,1,5,7
11163,0.75,5.87,3,3,4
11164,0.54,5.2,3,2,6
11165,0.53,5.1,6,1,7
11166,0.9,6.16,3,4,7
11167,1.5,7.33,3,6,4
11168,1.5,7.31,3,6,1
11169,1.25,7.06,3,3,7
11170,0.59,5.4,2,4,4
11171,3.05,9.25,1,2,8
11172,0.7,5.66,6,5,2
11173,0.53,5.18,1,3,5
11174,0.38,4.7,2,7,6
11175,0.7,5.73,2,3,5
11176,0.31,4.41,2,3,1
11177,0.37,4.63,1,4,5
11178,0.23,3.95,1,1,3
11179,0.31,4.28,3,1,6
11180,0.79,6.0,2,6,6
11181,0.32,4.45,3,4,4
11182,1.7,7.72,1,6,6
11183,0.41,4.82,3,4,5
11184,0.43,4.9,2,3,6
11185,0.24,3.99,3,2,3
11186,0.58,5.42,2,2,4
11187,0.71,5.62,1,3,6
11188,1.12,6.68,3,5,7
11189,0.3,4.35,2,3,3
11190,0.41,4.74,1,2,4
11191,0.7,5.66,3,4,6
11192,0.52,5.18,2,2,4
11193,2.0,8.1,1,5,7
11194,0.4,4.82,2,6,4
11195,0.66,5.57,2,1,5
11196,0.91,6.13,1,5,5
11197,0.33,4.49,2,5,7
11198,2.19,8.34,1,6,7
11199,0.54,5.27,2,2,7
11200,0.32,4.38,2,4,5
11201,1.01,6.47,2,5,5
11202,1.0,6.27,6,1,7
11203,0.34,4.53,2,2,5
11204,0.41,4.73,1,4,5
11205,0.8,6.01,6,2,4
11206,0.55,5.32,2,2,4
11207,0.59,5.41,2,4,5
11208,0.5,5.13,3,7,7
11209,0.51,5.17,2,3,4
11210,0.33,4.44,2,2,5
11211,0.28,4.21,6,4,5
11212,0.9,6.12,6,2,7
11213,0.9,5.84,5,6,6
11214,1.16,6.73,2,3,6
11215,0.38,4.7,2,6,4
11216,1.04,6.59,3,2,6
11217,1.03,6.52,3,4,4
11218,0.59,5.47,3,7,5
11219,0.35,4.49,2,2,5
11220,0.57,5.34,2,1,7
11221,0.53,5.23,2,7,7
11222,0.73,5.73,2,1,3
11223,1.01,6.45,1,2,5
11224,0.5,5.13,3,3,5
11225,1.1,6.82,3,3,7
11226,0.33,4.46,2,3,2
11227,0.54,5.27,2,5,3
11228,0.7,5.9,6,2,7
11229,0.3,4.32,2,5,6
11230,0.35,4.55,2,5,5
11231,0.52,5.14,2,1,5
11232,0.31,4.35,2,5,4
11233,1.0,6.43,2,3,6
11234,0.76,5.87,2,4,4
11235,0.71,5.69,2,2,4
11236,2.01,8.04,2,5,7
11237,1.62,7.49,1,4,5
11238,1.45,7.11,5,3,7
11239,0.41,4.82,2,3,3
11240,0.31,4.33,1,6,6
11241,1.0,6.33,1,3,5
11242,1.3,7.06,3,3,6
11243,1.28,6.95,1,6,5
