carat,y,cut,color,clarity
0.27,4.14,3,2,3
1.04,6.42,1,4,7
1.12,6.68,2,3,6
0.42,4.75,3,4,6
0.42,4.89,3,1,7
0.3,4.26,3,4,4
0.32,4.38,2,2,5
0.31,4.4,3,4,4
1.01,6.49,2,4,5
0.31,4.32,6,5,2
2.05,8.2,1,4,7
0.32,4.37,2,6,2
1.08,6.57,6,7,7
1.02,6.44,2,3,4
1.08,6.62,2,3,8
0.7,5.62,2,2,5
1.51,7.28,3,7,4
0.26,4.18,3,2,2
0.42,4.8,2,4,5
1.5,7.22,6,4,7
1.21,6.79,2,5,5
0.34,4.51,3,4,3
0.63,5.52,6,3,4
0.5,5.08,1,1,5
0.4,4.74,2,5,2
1.32,6.97,1,5,6
0.4,4.69,6,6,4
0.64,5.52,3,1,7
0.32,4.45,2,1,4
1.52,7.51,2,5,4
0.31,4.39,2,2,4
0.71,5.75,2,1,5
0.81,5.89,1,1,6
2.03,8.14,2,6,6
0.32,4.38,2,4,3
0.82,6.02,2,3,7
0.5,5.0,1,2,7
0.31,4.35,2,6,2
0.81,5.91,3,1,3
0.32,4.43,1,2,5
2.01,8.09,1,5,5
0.41,4.79,2,3,2
0.9,6.18,2,7,4
2.24,8.36,2,7,5
0.24,4.02,2,4,4
1.0,6.56,6,2,6
0.34,4.52,2,3,3
0.36,4.67,3,3,6
0.91,6.19,1,1,7
0.52,5.14,1,3,5
2.11,8.25,2,5,7
0.93,6.25,1,5,5
0.4,4.7,2,2,2
0.91,6.33,6,4,5
1.06,6.65,1,6,7
0.3,4.37,1,2,3
0.9,6.26,3,1,6
0.32,4.36,1,4,7
2.56,8.57,6,7,7
0.3,4.35,2,1,5
0.4,4.75,3,2,4
0.7,5.55,6,4,5
0.3,4.3,3,1,5
1.13,6.67,1,5,6
0.3,4.27,3,4,3
0.79,6.06,3,2,7
0.33,4.45,2,5,4
0.3,4.33,1,1,5
1.18,6.78,1,7,7
0.34,4.47,1,4,5
0.96,6.26,1,2,7
1.51,7.28,1,6,4
0.32,4.38,1,4,5
0.91,6.21,2,5,6
0.87,6.23,2,2,7
1.35,7.21,3,4,4
0.7,5.84,1,3,6
1.09,6.69,2,5,6
1.07,6.56,2,7,6
0.57,5.37,2,3,6
1.51,7.45,2,1,5
0.71,5.74,3,1,5
0.51,5.15,3,3,7
0.4,4.73,1,2,3
0.5,4.99,3,2,6
0.9,6.15,1,3,7
1.32,7.18,6,6,4
0.4,4.75,2,2,5
0.3,4.32,1,3,3
0.31,4.35,3,2,5
0.5,4.94,5,2,5
1.03,6.43,2,7,6
0.3,4.33,2,4,1
0.5,5.2,6,1,6
1.36,7.16,3,5,7
0.4,4.72,2,2,5
0.94,6.17,5,5,7
0.54,5.22,3,3,4
0.6,5.47,2,1,6
1.21,6.68,6,5,6
0.32,4.42,3,3,5
1.2,6.8,3,3,7
1.0,6.38,3,4,5
1.0,6.53,6,2,6
0.54,5.19,2,2,5
0.37,4.6,3,2,4
0.31,4.33,6,4,4
0.63,5.5,2,3,3
0.27,4.18,3,5,2
0.72,5.8,1,2,5
0.52,5.2,2,4,2
0.31,4.4,2,1,4
0.24,4.02,2,5,2
0.56,5.14,5,2,7
0.3,4.36,2,2,3
0.74,5.78,1,3,5
0.51,5.24,6,2,6
1.02,6.5,3,7,6
0.51,5.08,1,5,3
0.9,6.21,3,5,6
0.34,4.55,2,5,6
1.7,7.53,1,6,3
0.57,5.35,2,4,6
0.36,4.63,2,2,4
0.71,5.57,2,1,6
2.11,8.3,2,7,5
0.32,4.39,2,4,4
0.31,4.36,3,4,2
0.52,5.27,1,1,2
0.27,4.19,2,6,4
0.3,4.3,1,5,3
0.53,5.23,1,1,5
0.93,6.29,1,3,5
0.6,5.51,3,1,6
0.44,4.93,3,6,2
0.37,4.75,1,2,6
0.3,4.34,2,1,6
0.38,4.64,1,2,4
0.31,4.38,2,3,3
1.02,6.43,2,3,7
0.3,4.38,2,2,2
0.4,4.68,3,6,6
1.21,6.76,1,7,6
0.71,5.69,2,5,7
1.71,7.67,2,6,3
0.91,6.05,2,5,5
0.42,4.83,1,1,7
0.31,4.29,2,1,5
0.32,4.49,1,1,6
0.38,4.63,2,2,4
0.9,6.13,6,1,6
0.32,4.42,1,5,3
0.33,4.42,2,2,6
1.21,7.01,2,4,3
2.0,8.22,2,5,7
0.26,4.14,3,3,2
0.52,5.13,1,4,3
1.03,6.47,2,4,2
1.01,6.35,6,4,5
1.2,6.73,2,6,6
0.57,5.37,2,3,5
0.32,4.45,2,5,7
1.55,7.4,2,5,6
1.0,6.43,1,3,6
0.33,4.48,2,5,4
0.26,4.12,2,3,5
1.35,7.11,2,4,1
0.3,4.3,2,6,2
0.72,5.75,1,2,5
1.17,6.72,1,3,8
0.34,4.55,2,2,2
0.57,5.35,2,6,4
1.2,6.57,6,6,6
0.7,5.76,2,2,5
0.25,4.08,2,2,3
0.5,5.12,2,2,6
0.9,6.16,3,3,7
0.91,6.22,2,6,5
1.06,6.52,3,6,6
0.71,5.7,3,7,5
0.23,4.01,2,3,3
1.5,7.05,6,5,8
1.51,7.57,5,5,4
0.33,4.43,3,4,4
0.91,6.18,2,6,5
0.32,4.35,2,6,6
0.61,5.47,3,4,5
0.32,4.43,2,2,4
0.31,4.42,1,4,4
1.53,7.31,1,4,6
1.43,7.09,3,1,6
0.38,4.67,1,1,7
0.31,4.3,1,2,4
0.59,5.46,2,3,7
0.41,4.74,1,2,7
0.53,5.16,6,3,6
0.58,5.49,2,5,6
1.04,6.34,5,1,7
0.32,4.47,2,3,6
1.03,6.52,2,4,4
0.47,5.04,2,4,3
1.08,6.47,1,3,5
0.7,5.83,1,2,4
0.5,5.12,6,2,4
0.7,5.77,2,3,7
0.31,4.4,2,5,1
0.53,5.19,3,4,7
1.51,7.3,3,4,6
1.0,6.14,5,3,4
0.95,6.36,1,2,7
1.07,6.53,2,2,6
0.43,4.91,2,4,3
0.56,5.31,3,2,4
0.56,5.39,1,5,3
0.51,5.13,2,4,3
1.01,6.47,3,2,7
0.41,4.76,1,1,6
0.81,5.93,2,3,7
1.01,6.52,1,3,4
1.71,7.67,2,3,7
0.32,4.49,2,5,1
0.32,4.45,2,3,2
0.5,5.09,3,2,7
2.29,8.69,5,7,6
1.03,6.63,2,4,2
1.22,6.89,1,2,7
1.01,6.44,3,5,5
1.22,6.83,3,6,4
0.3,4.34,1,5,3
0.51,5.21,2,2,2
1.13,6.69,2,2,6
0.31,4.43,3,2,3
0.58,5.39,2,4,1
1.22,6.82,3,5,6
0.41,4.77,1,3,4
1.2,6.87,3,7,6
0.74,5.89,2,6,2
1.23,7.02,3,6,5
1.03,6.45,2,2,7
1.12,6.54,6,7,6
0.35,4.6,3,5,6
0.77,5.84,3,4,4
1.2,6.86,2,7,5
1.01,6.36,6,2,7
0.42,4.83,3,3,6
1.02,6.44,2,2,7
0.54,5.21,1,4,7
1.18,6.79,1,4,3
0.54,5.22,2,1,5
0.31,4.35,2,7,2
0.41,4.78,1,4,4
1.21,6.85,2,4,4
0.75,5.84,2,4,6
1.01,6.45,2,4,4
0.7,5.77,2,2,4
1.0,6.38,2,3,6
0.83,6.08,2,4,7
0.4,4.76,1,2,4
0.31,4.47,1,3,5
1.03,6.45,2,6,7
0.74,5.71,6,2,6
0.55,5.32,2,1,3
0.23,3.95,1,6,2
0.39,4.61,3,6,4
0.3,4.22,3,1,6
0.38,4.69,2,4,7
0.7,5.83,3,6,7
0.9,6.1,1,5,5
0.33,4.5,3,1,6
1.08,6.54,6,2,7
1.01,6.53,2,4,3
0.53,5.23,2,5,1
1.6,7.51,2,5,7
2.28,8.53,1,7,4
1.09,6.55,1,2,6
1.0,6.38,3,4,7
0.27,4.17,3,3,3
0.51,5.19,1,3,5
0.32,4.37,2,2,5
0.51,5.11,2,1,5
1.2,6.73,2,3,5
0.24,4.1,3,3,2
0.9,6.07,6,2,7
0.91,6.14,3,2,7
0.49,5.1,2,2,3
0.51,5.2,2,1,4
0.31,4.43,1,5,5
0.32,4.39,2,1,5
0.51,5.16,2,2,4
0.59,5.36,3,3,7
0.32,4.44,2,7,5
0.94,6.24,1,2,6
0.91,6.16,3,3,3
1.13,6.65,2,4,5
0.53,5.16,2,4,4
0.51,5.05,1,1,5
0.56,5.27,2,4,6
0.62,5.4,2,5,5
1.01,6.5,2,3,5
0.32,4.43,2,3,4
0.55,5.38,2,6,1
0.81,6.1,3,5,6
1.5,7.32,2,4,6
1.54,7.43,2,4,8
1.0,6.48,2,1,6
0.5,5.13,2,4,3
1.04,6.46,2,3,7
1.67,7.6,2,5,4
1.25,6.95,1,7,7
0.5,4.95,6,6,5
0.58,5.3,2,1,7
2.26,8.36,2,4,7
1.22,6.84,2,6,4
0.41,4.82,2,2,3
0.38,4.6,1,1,4
2.0,8.01,1,5,6
0.41,4.78,3,2,4
1.5,7.22,1,6,6
0.71,5.54,5,4,5
0.58,5.51,3,3,2
1.5,7.32,1,4,3
0.55,5.36,2,4,6
1.01,6.3,1,1,6
0.4,4.73,3,3,3
0.35,4.53,2,5,2
0.26,4.09,3,4,3
0.31,4.34,2,3,5
0.44,4.84,3,2,6
1.51,7.33,3,6,6
0.7,5.59,5,5,6
0.5,5.08,2,2,4
1.3,6.88,3,5,6
0.5,5.17,2,1,3
0.52,5.22,2,1,6
1.0,6.26,6,3,7
0.55,5.25,2,4,4
0.4,4.67,3,1,7
0.77,5.78,3,4,3
0.33,4.46,1,1,5
0.62,5.56,2,4,1
0.43,5.03,6,3,4
0.96,6.36,2,7,5
1.0,6.33,3,6,6
0.91,6.2,3,3,7
0.42,4.77,2,1,6
1.28,7.0,3,3,7
1.32,6.95,1,6,7
0.33,4.41,2,3,3
1.01,6.48,1,4,5
1.28,7.03,3,4,2
0.38,4.71,1,4,5
0.9,6.19,3,5,7
0.46,5.01,2,4,1
0.4,4.68,6,6,5
0.37,4.68,1,3,5
0.7,5.6,1,1,6
0.4,4.72,6,3,6
0.31,4.32,2,1,5
0.96,6.12,5,3,7
0.93,6.24,2,4,6
1.52,7.28,1,4,5
0.7,5.72,1,4,7
0.3,4.3,2,6,2
2.01,8.16,3,6,6
1.0,6.35,2,4,4
0.63,5.52,2,2,5
2.01,7.69,5,6,7
0.9,6.37,6,3,6
1.07,6.6,3,6,6
0.4,4.74,6,2,7
1.08,6.53,1,4,7
0.41,4.72,6,7,1
0.3,4.33,2,2,4
0.38,4.72,3,1,7
1.47,7.2,3,2,5
0.52,5.16,1,4,5
0.56,5.3,2,5,6
1.02,6.38,3,3,6
0.72,5.75,3,3,5
0.4,4.66,1,2,6
1.01,6.46,1,4,7
0.54,5.25,2,7,2
0.31,4.25,3,6,2
0.35,4.54,2,5,2
0.57,5.32,2,4,5
0.3,4.34,2,2,6
1.01,6.49,2,4,2
0.52,5.22,2,1,7
1.01,6.33,1,3,7
1.08,6.57,2,6,5
0.59,5.36,2,2,6
0.3,4.27,6,5,6
0.3,4.27,2,1,4
1.25,6.82,1,7,7
1.14,6.76,2,4,3
0.32,4.4,2,5,2
1.2,6.7,2,4,2
1.0,6.41,6,2,6
1.5,7.29,2,3,6
2.66,8.65,6,5,7
0.3,4.34,2,3,2
0.5,5.07,2,4,2
1.0,6.54,2,5,6
0.43,4.88,1,6,1
0.34,4.45,1,4,6
0.9,6.07,6,3,5
1.09,6.56,2,1,7
1.01,6.65,6,4,4
0.3,4.34,2,2,3
0.33,4.46,3,1,5
0.71,5.7,2,2,6
0.3,4.33,2,4,4
0.33,4.42,1,4,4
0.32,4.41,2,1,6
1.55,7.46,2,6,4
0.4,4.7,1,1,6
0.5,5.16,2,2,5
0.28,4.16,3,1,4
1.01,6.33,6,4,6
0.8,6.0,2,5,6
0.65,5.78,6,2,5
0.7,5.65,3,6,5
0.91,6.22,2,4,4
0.33,4.48,2,5,5
1.01,6.31,6,1,6
0.84,6.03,2,4,6
0.4,4.72,1,2,5
0.4,4.75,2,7,4
1.0,6.41,6,4,6
0.72,5.91,6,5,7
0.33,4.46,3,2,4
0.34,4.52,3,4,3
0.41,4.81,2,3,1
0.7,5.72,2,6,5
0.31,4.29,3,4,5
1.12,6.69,2,3,4
1.5,7.25,6,6,6
0.71,5.55,6,3,6
0.32,4.42,3,4,7
0.8,5.81,6,1,7
0.76,5.83,3,3,7
0.57,5.31,1,2,5
1.51,7.43,3,3,4
0.71,5.74,6,6,6
0.43,4.94,1,4,1
0.7,5.81,3,6,2
0.28,4.15,3,2,5
1.51,7.24,3,5,5
0.7,5.63,1,4,3
1.24,6.84,6,5,6
2.06,8.18,2,5,7
2.0,8.15,6,2,7
0.43,4.82,2,4,2
1.33,6.93,1,4,7
1.24,6.91,2,5,4
0.62,5.51,1,2,7
1.07,6.49,3,1,7
0.35,4.6,2,4,2
0.58,5.37,2,3,5
1.28,6.89,1,5,7
1.01,6.5,1,1,6
1.13,6.7,1,5,6
0.52,5.17,2,2,6
1.19,6.83,1,6,7
1.02,6.32,6,3,6
0.53,5.33,2,4,1
0.53,5.2,2,3,4
0.33,4.45,2,4,4
1.03,6.47,2,2,6
0.3,4.28,6,4,4
1.0,6.44,6,2,6
1.01,6.46,1,2,6
0.4,4.77,2,1,6
2.39,8.51,3,7,5
1.22,6.87,1,4,4
1.07,6.53,1,1,6
1.02,6.44,1,5,6
1.51,7.29,2,5,6
1.56,7.43,1,7,7
1.06,6.61,1,5,4
0.55,5.36,2,6,7
1.05,6.43,3,4,7
1.21,6.92,3,3,3
0.32,4.36,2,3,2
0.5,5.09,1,1,6
0.5,5.05,3,2,3
0.32,4.41,2,2,5
1.14,6.63,2,5,7
0.3,4.35,2,1,6
0.42,4.83,2,3,3
0.61,5.45,1,1,6
0.41,4.78,2,2,4
0.59,5.3,2,4,4
0.53,5.18,2,2,5
0.92,6.14,6,1,6
0.34,4.53,2,3,2
1.01,6.35,6,2,4
1.09,6.58,1,5,7
0.6,5.42,2,6,6
2.01,7.93,3,5,7
0.51,5.35,5,2,6
0.3,4.28,1,5,3
1.91,7.9,2,4,7
0.95,6.38,1,5,7
0.4,4.7,3,1,6
1.03,6.45,2,2,7
0.27,4.17,2,4,6
0.35,4.59,1,4,1
0.39,4.62,3,7,4
0.91,6.41,1,3,7
0.64,5.6,2,3,4
0.41,4.78,2,2,4
1.61,7.52,2,3,4
1.56,7.52,1,4,4
0.31,4.31,2,4,3
0.26,4.06,1,5,4
0.3,4.29,3,3,5
0.5,5.06,1,2,6
0.9,6.26,6,3,6
0.9,6.22,5,2,6
1.96,7.56,5,3,8
0.51,5.13,2,6,4
0.7,5.79,2,4,6
0.3,4.26,6,3,4
0.41,4.83,2,3,1
1.01,6.43,2,5,7
0.25,4.11,3,1,5
0.26,4.09,3,2,2
0.33,4.46,1,5,4
0.31,4.39,2,7,4
1.65,7.66,3,5,4
0.3,4.22,2,5,3
0.3,4.32,3,4,4
0.3,4.27,2,5,6
0.33,4.47,2,1,5
1.03,6.55,3,2,4
0.52,5.14,2,4,3
0.35,4.52,2,1,2
1.64,7.53,3,3,6
1.51,7.27,2,6,6
0.9,6.29,3,3,6
1.23,6.85,2,5,7
0.71,5.72,3,4,6
0.58,5.39,2,6,6
0.3,4.32,1,1,4
2.25,0.0,1,5,7
1.06,6.55,3,6,7
0.72,5.75,2,3,4
0.55,5.24,2,2,5
1.24,6.88,2,6,6
0.51,5.07,1,2,7
1.63,7.51,1,6,6
0.2,3.78,1,2,5
1.32,6.92,3,5,6
0.4,4.76,2,5,2
0.5,5.12,2,7,5
1.93,7.97,5,3,4
0.43,4.84,3,3,5
1.15,6.72,3,5,4
0.56,5.31,3,2,5
0.3,4.26,1,1,5
1.08,6.55,1,4,4
2.15,8.39,2,7,4
1.16,6.74,1,3,7
0.3,4.27,6,5,3
0.3,4.36,2,4,2
0.57,5.36,2,4,4
0.51,5.09,1,4,7
1.01,6.52,3,4,7
0.8,5.97,2,3,7
0.24,4.05,1,1,3
0.32,4.39,2,4,5
0.4,4.69,2,3,5
0.71,5.79,2,4,1
0.26,4.13,2,3,4
0.32,4.37,2,6,1
1.15,6.68,3,2,5
0.53,5.22,2,3,4
0.3,4.26,6,4,4
0.74,5.8,2,4,4
0.83,5.88,6,6,5
0.51,5.21,3,3,3
0.43,4.84,3,3,6
0.39,4.68,3,4,5
0.51,5.11,2,1,5
0.4,4.82,2,1,4
0.4,4.75,1,2,7
0.55,5.32,2,1,6
1.53,7.41,3,5,5
0.26,4.1,3,4,2
0.55,5.31,2,4,5
0.3,4.28,1,2,5
0.4,4.81,1,1,4
0.7,5.73,2,3,7
0.75,5.79,1,2,5
1.01,6.42,2,6,6
1.17,6.77,2,3,4
1.27,6.91,1,7,6
0.55,5.31,2,4,7
1.12,6.89,3,7,7
0.71,5.8,1,3,2
0.53,5.21,2,3,2
0.31,4.34,1,3,5
2.63,8.76,1,7,8
1.5,7.42,2,4,4
0.72,5.74,2,7,4
0.42,4.81,2,4,2
1.0,6.45,2,2,5
0.25,4.07,3,4,2
1.5,7.24,3,6,7
2.01,8.1,1,7,5
0.31,4.36,2,4,2
1.31,6.98,1,5,7
1.22,6.85,1,5,6
1.51,7.33,3,3,5
1.02,6.55,2,5,7
0.41,4.82,2,4,6
0.33,4.56,3,3,2
0.91,6.28,2,4,7
0.32,4.44,2,4,2
1.51,7.32,3,6,5
1.01,6.35,1,4,4
0.7,5.63,3,2,7
0.34,4.51,1,2,5
1.13,6.67,2,6,5
0.67,5.61,1,4,5
0.32,4.42,2,4,5
1.09,6.63,1,4,7
0.33,4.42,2,4,2
1.05,6.5,2,3,3
1.26,6.96,2,2,6
0.4,4.82,2,3,5
0.82,6.12,2,3,7
1.01,6.39,3,2,5
1.01,6.43,1,5,7
1.2,6.69,1,3,6
0.33,4.42,2,4,1
0.36,4.63,2,1,5
0.27,4.23,3,3,4
1.01,6.19,5,3,4
0.39,4.73,2,7,6
0.57,5.36,2,5,2
0.9,6.13,3,7,4
1.21,6.89,2,7,6
0.3,4.31,2,3,2
0.3,4.29,2,3,5
0.31,4.39,3,3,1
1.51,7.34,2,5,4
0.9,6.26,3,3,5
0.9,6.2,3,4,7
0.71,5.85,3,2,5
0.54,5.24,2,2,5
0.41,4.8,2,2,3
0.41,4.8,1,2,7
0.41,4.84,3,4,6
0.6,5.48,2,2,4
2.01,7.92,5,7,4
1.15,6.8,2,5,7
0.3,4.35,2,3,5
0.3,4.28,6,4,2
1.04,6.52,1,5,7
0.75,5.87,3,3,4
0.54,5.2,3,2,6
0.53,5.1,6,1,7
0.9,6.16,3,4,7
1.5,7.33,3,6,4
1.5,7.31,3,6,1
1.25,7.06,3,3,7
0.59,5.4,2,4,4
3.05,9.25,1,2,8
0.7,5.66,6,5,2
0.53,5.18,1,3,5
0.38,4.7,2,7,6
0.7,5.73,2,3,5
0.31,4.41,2,3,1
0.37,4.63,1,4,5
0.23,3.95,1,1,3
0.31,4.28,3,1,6
0.79,6.0,2,6,6
0.32,4.45,3,4,4
1.7,7.72,1,6,6
0.41,4.82,3,4,5
0.43,4.9,2,3,6
0.24,3.99,3,2,3
0.58,5.42,2,2,4
0.71,5.62,1,3,6
1.12,6.68,3,5,7
0.3,4.35,2,3,3
0.41,4.74,1,2,4
0.7,5.66,3,4,6
0.52,5.18,2,2,4
2.0,8.1,1,5,7
0.4,4.82,2,6,4
0.66,5.57,2,1,5
0.91,6.13,1,5,5
0.33,4.49,2,5,7
2.19,8.34,1,6,7
0.54,5.27,2,2,7
0.32,4.38,2,4,5
1.01,6.47,2,5,5
1.0,6.27,6,1,7
0.34,4.53,2,2,5
0.41,4.73,1,4,5
0.8,6.01,6,2,4
0.55,5.32,2,2,4
0.59,5.41,2,4,5
0.5,5.13,3,7,7
0.51,5.17,2,3,4
0.33,4.44,2,2,5
0.28,4.21,6,4,5
0.9,6.12,6,2,7
0.9,5.84,5,6,6
1.16,6.73,2,3,6
0.38,4.7,2,6,4
1.04,6.59,3,2,6
1.03,6.52,3,4,4
0.59,5.47,3,7,5
0.35,4.49,2,2,5
0.57,5.34,2,1,7
0.53,5.23,2,7,7
0.73,5.73,2,1,3
1.01,6.45,1,2,5
0.5,5.13,3,3,5
1.1,6.82,3,3,7
0.33,4.46,2,3,2
0.54,5.27,2,5,3
0.7,5.9,6,2,7
0.3,4.32,2,5,6
0.35,4.55,2,5,5
0.52,5.14,2,1,5
0.31,4.35,2,5,4
1.0,6.43,2,3,6
0.76,5.87,2,4,4
0.71,5.69,2,2,4
2.01,8.04,2,5,7
1.62,7.49,1,4,5
1.45,7.11,5,3,7
0.41,4.82,2,3,3
0.31,4.33,1,6,6
1.0,6.33,1,3,5
1.3,7.06,3,3,6
1.28,6.95,1,6,5
0.4,4.74,1,5,4
1.2,6.71,2,2,7
1.51,7.03,6,5,5
0.9,6.17,3,2,6
1.31,7.02,2,5,4
1.11,6.71,2,5,6
1.13,6.66,3,7,5
0.32,4.42,1,4,5
1.16,6.86,2,7,1
0.39,4.78,2,2,2
0.77,5.8,3,6,5
0.53,5.22,2,1,4
1.06,6.5,1,4,3
1.26,6.98,2,4,2
0.95,6.16,3,6,6
2.01,8.06,2,6,6
0.91,6.19,6,3,4
0.3,4.3,1,4,3
0.5,5.02,6,4,7
0.41,4.85,3,4,1
1.0,6.34,2,2,5
1.23,6.76,1,3,5
0.7,5.55,6,5,3
2.06,8.16,1,6,6
0.33,4.44,1,6,4
0.32,4.41,2,4,3
0.51,5.17,1,3,3
0.63,5.54,3,5,4
0.32,4.45,3,2,4
1.01,6.35,6,2,7
1.15,6.77,2,2,6
0.96,6.31,1,4,6
0.46,4.93,2,7,2
1.11,6.65,3,2,7
1.5,7.27,3,1,5
1.16,6.78,1,5,7
1.51,7.28,6,4,4
1.09,6.62,3,6,5
0.73,5.87,2,2,6
1.21,6.96,1,5,6
0.32,4.46,3,2,2
1.03,6.43,2,7,6
0.73,5.7,1,3,5
1.0,6.41,2,3,3
0.55,5.3,2,3,2
0.64,5.48,3,5,7
0.52,5.19,3,4,4
0.72,5.81,1,4,3
1.02,6.41,3,3,5
0.33,4.38,1,2,6
0.31,4.37,2,1,6
0.62,5.5,2,6,3
0.64,5.49,1,1,6
0.9,6.31,1,2,4
0.5,5.1,3,2,3
0.59,5.33,3,4,5
2.01,8.04,3,7,5
0.9,6.17,6,2,6
0.74,5.81,1,3,6
0.5,5.06,6,5,2
0.75,5.75,1,6,6
1.23,6.83,1,4,6
1.14,6.76,2,4,1
0.36,4.65,2,1,6
0.78,5.88,1,5,7
0.52,5.21,2,7,5
1.54,7.14,5,6,7
0.7,5.69,2,4,7
0.4,4.74,2,2,4
1.24,6.82,1,7,7
0.5,5.07,3,3,2
0.31,4.43,2,1,3
0.81,5.91,3,7,6
0.44,4.93,2,5,6
0.31,4.32,2,1,6
0.54,5.28,2,3,7
0.55,5.31,2,5,6
0.33,4.44,1,6,5
0.33,4.43,1,6,1
0.71,5.76,6,3,4
1.07,6.62,2,4,6
0.4,4.72,3,2,6
1.01,6.37,1,1,7
0.32,4.41,2,1,2
0.42,4.76,1,5,4
0.32,4.39,2,4,4
1.23,6.84,2,5,7
1.06,6.5,2,5,7
1.13,6.72,2,4,2
0.36,4.59,1,4,4
0.4,4.78,2,3,5
0.31,4.4,2,4,2
0.51,5.1,3,7,6
1.51,7.42,3,4,6
0.32,4.46,3,6,4
0.23,3.92,3,3,3
1.37,7.3,1,4,4
1.72,7.69,1,4,5
1.53,7.45,1,4,5
1.65,7.51,1,5,4
0.92,6.26,2,2,7
2.11,7.83,5,3,8
0.86,6.1,6,4,7
0.71,5.71,3,1,4
1.01,6.42,6,2,7
0.34,4.55,1,5,5
2.0,7.95,2,6,6
0.53,5.18,1,6,4
0.41,4.77,2,7,4
0.35,4.5,2,3,6
1.23,6.84,1,6,4
1.22,6.88,2,6,7
0.31,4.32,6,4,3
0.43,4.86,2,4,2
0.35,4.54,6,2,4
1.13,6.76,3,3,6
2.03,8.1,2,4,7
0.41,4.83,1,4,5
0.5,5.12,3,3,7
1.77,7.61,3,7,7
0.9,6.14,6,6,3
1.01,6.41,3,4,5
1.24,6.99,1,2,6
0.74,5.83,2,3,5
0.41,4.74,1,4,3
0.3,4.36,2,4,2
0.37,4.64,2,1,6
1.51,7.29,2,4,3
1.3,6.96,3,7,5
0.5,5.09,3,3,5
1.02,6.53,3,3,7
2.65,8.75,1,4,7
1.19,6.64,6,1,4
1.02,6.37,2,2,7
0.79,5.98,1,2,5
0.3,4.33,3,3,2
1.11,6.7,2,5,6
1.03,6.58,2,4,3
0.58,5.46,6,4,5
0.73,5.71,1,2,7
0.9,6.25,2,3,6
0.26,4.14,2,5,3
0.55,5.22,1,1,6
0.51,5.15,2,4,3
1.04,6.48,3,3,5
0.51,5.16,2,1,2
1.18,6.79,2,2,4
0.36,4.6,3,3,5
0.9,6.16,2,7,5
1.02,6.28,6,3,5
0.58,5.51,3,5,6
1.52,7.41,2,3,4
1.4,7.12,1,2,7
1.25,6.86,2,4,5
0.9,5.95,5,5,7
1.0,6.36,1,3,6
1.02,6.4,2,2,7
0.52,5.1,3,1,6
1.7,7.63,2,5,7
0.3,4.33,2,5,5
0.9,6.17,3,5,7
0.4,4.71,6,4,6
1.04,6.56,2,3,4
0.76,5.91,3,5,6
0.42,4.86,2,4,4
2.01,8.08,1,5,6
0.32,4.48,3,6,2
0.3,4.31,2,3,1
1.03,6.5,2,4,5
0.36,4.65,2,2,5
0.78,5.89,3,5,7
0.51,5.17,3,2,6
1.7,7.59,1,3,6
1.52,7.3,1,5,7
1.51,7.18,5,7,6
1.77,7.71,1,7,6
0.75,5.94,2,3,2
0.42,4.84,1,5,6
1.11,6.65,2,4,4
0.61,5.46,2,2,5
0.51,5.13,1,3,3
0.31,4.4,2,2,4
0.7,5.52,6,3,8
0.64,5.56,2,4,2
0.38,4.64,2,3,5
0.51,5.2,2,6,5
0.33,4.51,2,5,5
0.9,6.18,3,2,7
0.31,4.43,2,3,6
0.3,4.25,6,6,6
0.32,4.31,6,1,6
0.3,4.33,2,1,5
0.26,4.17,2,1,3
2.05,8.18,1,6,4
0.54,5.22,2,1,5
0.33,4.41,2,1,7
1.02,6.53,1,1,7
1.5,7.25,1,4,7
0.3,4.33,3,2,7
1.01,6.45,2,2,3
1.23,6.98,1,5,5
0.72,5.73,1,2,5
0.35,4.58,1,4,2
0.26,4.1,2,3,2
1.01,6.49,6,3,4
0.4,4.75,1,5,3
1.0,6.2,5,1,6
0.54,5.22,2,2,6
0.91,6.1,3,1,6
1.0,6.27,5,6,7
0.3,4.35,2,1,5
1.14,6.77,2,1,7
1.27,6.98,2,7,3
1.33,7.02,1,6,4
1.51,7.43,3,5,5
0.53,5.24,1,2,6
0.54,5.3,2,1,6
0.4,4.7,3,5,6
0.71,5.76,2,5,3
0.44,4.82,1,1,6
0.32,4.38,2,2,5
1.0,6.36,2,2,5
0.91,6.1,6,4,6
0.7,5.67,3,2,6
0.77,5.84,2,3,4
0.39,4.7,3,4,3
0.3,4.28,1,1,6
0.73,5.74,2,4,6
1.22,6.8,1,1,6
0.55,5.27,2,3,2
1.18,6.82,2,4,3
1.0,6.45,2,7,5
0.8,6.05,3,4,4
1.21,6.78,1,5,5
1.23,6.96,2,4,4
0.52,5.18,2,3,5
1.51,7.31,2,3,5
0.31,4.4,2,1,2
0.59,5.41,3,4,5
0.58,5.38,2,4,6
1.73,7.67,3,6,6
0.4,4.68,2,4,4
1.51,7.21,6,6,2
0.73,5.91,1,3,7
2.04,8.21,2,6,6
0.28,4.2,2,4,3
0.5,5.1,3,2,6
0.43,4.76,6,7,7
0.7,5.6,3,3,3
0.71,5.58,6,7,5
1.01,6.24,5,6,6
1.5,7.2,6,5,7
0.55,5.17,2,6,2
1.02,6.4,1,5,7
0.43,4.85,1,3,7
0.32,4.37,1,5,4
0.33,4.48,2,2,5
